name,race,gen,pctwhite,pcthisp,pctblack,pctapi,pctna,pct2race,White,African American,Hispanic,Asian,distinctiveness
lisa,white,F,93.639,2.127,2.346,1.662,0.109,0.116,3.705993,2.624943,2.546167,2.68384,1.02215279
lissette,black,F,21.951,78.049,0,0,0,0,2.744457,2.901266,2.741634,2.585187,0.156808734
liz,white,F,53.488,39.535,0,6.977,0,0,3.546567,2.559927,2.627748,2.468517,0.918819581
liza,white,F,66.471,11.765,2.941,18.235,0,0.588,3.437038,2.83331,3.002401,2.662118,0.434637329
lizette,white,F,28.261,63.043,4.348,4.348,0,0,2.936723,2.720936,2.900844,2.415707,0.035879121
lloyd,white,M,85.64,0.647,10.22,3.364,0,0.129,3.675811,2.960362,2.147342,2.159836,0.715448827
lolita,hispanic,F,24.242,10.101,24.242,41.414,0,0,2.505095,2.805147,3.5733,2.411866,0.768152194
long,asian,M,0.541,1.081,0,97.838,0,0.541,2.847172,2.378436,2.109818,3.034082,0.186910012
lonnie,white,M,87.403,0.775,10.465,0.775,0.388,0.194,3.489375,2.937167,2.169635,2.588902,0.55220773
lorena,hispanic,F,26.289,71.134,0.515,1.546,0.515,0,2.948272,2.66065,3.482575,2.498229,0.534302258
lorenzo,hispanic,M,21.3,53.43,18.773,6.137,0.361,0,2.696924,2.657998,3.73107,2.122586,1.034146153
loretta,white,F,86.416,3.344,8.15,1.567,0.104,0.418,3.549536,2.887876,2.9986,2.124692,0.550935771
lori,white,F,96.962,0.808,0.79,1.194,0.14,0.105,3.859692,2.580634,2.458675,2.30854,1.279057786
lorna,white,F,74.242,1.212,11.212,12.424,0.606,0.303,3.348551,2.5872,2.963988,2.373442,0.384562371
lorraine,white,F,87.181,4.824,5.513,2.205,0.138,0.138,3.606471,2.759791,2.283674,2.146567,0.846679913
louie,white,M,52.174,30.435,4.348,10.435,2.609,0,3.298765,2.653537,3.285709,2.147876,0.013055598
louis,white,M,84.008,7.938,5.253,2.49,0.272,0.039,3.537782,2.944654,3.433192,2.276612,0.104589844
lourdes,hispanic,F,20.573,61.979,1.563,15.625,0,0.26,2.875802,2.543143,3.341394,2.516926,0.465591462
lu,asian,F,51.852,0,0,48.148,0,0,2.272224,2.729244,2.494733,3.83941,1.110165993
lucas,white,M,90.315,7.658,0.225,1.577,0.225,0,3.430422,2.589345,2.623352,2.236146,0.807070011
lucia,hispanic,F,46.608,43.658,2.36,7.375,0,0,2.614425,2.729826,3.788835,2.457307,1.059008666
lucy,white,F,68.908,15.294,5.378,9.748,0.672,0,3.535591,2.503937,2.741523,2.715138,0.794067812
luis,hispanic,M,11.008,87.398,0.111,1.446,0.037,0,2.933623,2.491155,3.675537,2.138824,0.741914624
luke,white,M,94.048,0.893,0.595,4.167,0.149,0.149,3.827217,2.504852,2.347464,2.237604,1.322364912
lupe,hispanic,F,21.008,78.992,0,0,0,0,1.764283,2.448439,4.127364,2.185657,1.678924416
luther,black,M,69.863,0.685,29.452,0,0,0,3.038205,3.266306,2.348969,2.098217,0.228100918
luz,hispanic,F,9.827,82.466,0.193,7.322,0.193,0,2.226808,2.392014,3.578764,2.618294,0.960470229
lydia,white,F,65.357,20.087,6.987,7.424,0.146,0,3.451393,2.9216,2.675285,2.52086,0.529793021
lynette,white,F,87.114,2.178,7.26,3.448,0,0,3.340982,2.722922,2.631963,2.226714,0.618059359
lynn,white,F,94.412,0.931,1.616,2.821,0.164,0.055,3.867752,2.706274,2.308932,2.62569,1.161478111
mae,white,F,44.538,0.84,36.975,17.647,0,0,3.176824,2.943099,2.483223,2.983,0.193824292
magdalena,hispanic,F,46.154,46.154,0.427,6.838,0,0.427,2.459785,2.780723,3.586273,2.156408,0.805550209
maggie,white,F,64.253,5.882,8.145,21.719,0,0,3.836974,2.5568,2.345919,2.328723,1.280174289
mai,asian,F,9.29,0.546,0,88.525,0,1.639,2.303145,2.600162,2.541052,3.854309,1.254146822
mandy,white,F,89.443,2.639,0.587,7.038,0.293,0,3.799702,2.551878,2.206946,2.375098,1.247824015
manuel,hispanic,M,17.863,76.568,0.903,4.315,0.251,0.1,2.60426,2.483754,3.647412,2.237016,1.043152897
marc,white,M,94.148,1.704,2.889,0.926,0.074,0.259,3.572655,2.970437,2.439136,2.267619,0.602218477
marco,hispanic,M,33.828,63.056,1.78,1.335,0,0,2.813793,2.692831,3.894275,2.180619,1.080481783
marcos,hispanic,M,11.599,85.266,0.94,1.881,0,0.313,2.491485,2.970173,3.923414,2.438843,0.953240149
marcus,white,M,74.745,3.851,18.686,2.378,0.227,0.113,3.371789,3.205376,2.891488,2.323296,0.166413172
margaret,white,F,93.407,1.884,3.102,1.357,0.139,0.111,3.845151,2.70743,2.183504,2.473769,1.137721122
margarita,hispanic,F,22.241,72.91,1.171,3.512,0.167,0,2.664953,2.383095,3.741355,2.22812,1.076402392
maria,hispanic,F,34.521,59.128,0.902,5.323,0.018,0.107,2.793021,2.396219,3.869108,2.519002,1.076086477
maribel,hispanic,F,12.403,81.395,0,6.202,0,0,2.731072,2.291505,3.297062,2.107349,0.565989346
maricela,hispanic,F,10.119,89.881,0,0,0,0,2.792208,2.709507,3.748953,2.121356,0.956744589
marie,white,F,80.466,3.959,11.728,3.478,0.222,0.148,3.434931,2.513187,2.975959,2.376749,0.458971222
marilyn,white,F,89.426,2.574,5.287,2.539,0.07,0.104,3.818907,2.573933,2.397698,2.1966,1.244974255
marina,hispanic,F,68.157,25.403,0.358,5.725,0.179,0.179,2.849406,2.800877,3.548275,2.410063,0.698868508
mario,hispanic,M,31.334,62.143,2.563,3.844,0.058,0.058,2.843662,2.376919,3.691663,2.402456,0.848000437
marisa,hispanic,F,82.196,12.76,2.374,2.671,0,0,3.251015,2.685941,3.337446,2.717289,0.086430578
marisela,hispanic,F,5.882,93.137,0.98,0,0,0,2.496491,2.67235,3.580835,2.144894,0.908485085
marisol,hispanic,F,17.486,81.421,1.093,0,0,0,2.292315,2.432664,3.595665,2.670672,0.924992794
marissa,hispanic,F,76.119,11.194,2.612,9.701,0,0.373,3.23667,2.908614,3.250923,2.339022,0.014252844
maritza,hispanic,F,17.47,81.325,0.602,0.602,0,0,2.215313,2.94743,3.58045,2.383734,0.633020491
mark,white,M,96.338,1.271,1.175,1.054,0.063,0.1,3.900923,2.557512,2.423123,2.366957,1.343411237
marlene,white,F,83.277,9.253,4.669,2.292,0.17,0.34,3.511308,2.469228,2.848683,2.148677,0.662625686
marlon,black,M,21.739,24.457,41.848,11.413,0.543,0,2.999544,3.470214,2.814054,2.281314,0.47066914
marsha,white,F,90.517,1.293,7.155,0.776,0,0.259,3.511831,2.606955,2.045951,2.330715,0.904876098
marta,hispanic,F,55.733,42.933,0.8,0,0.533,0,2.91501,2.573385,3.597707,2.67015,0.682696542
martha,white,F,68.367,27.192,3.438,0.774,0.115,0.115,3.706231,2.579442,2.821798,2.295382,0.88443283
martin,white,M,77.656,19.531,1.068,1.615,0.104,0.026,3.542045,2.87326,2.813786,2.252755,0.668785006
marvin,white,M,75.337,7.155,14.141,3.199,0.168,0,3.14782,3.01551,2.314935,2.121384,0.132309349
mary,white,F,92.351,2.509,3.327,1.526,0.174,0.114,3.839676,2.871592,2.768307,2.64976,0.968083855
mathew,white,M,85.633,1.512,0.567,11.909,0.189,0.189,3.833614,2.598586,2.531201,2.085495,1.2350281
matthew,white,M,97.349,1.019,0.679,0.783,0.078,0.091,3.839546,2.713081,2.582861,2.314437,1.126465043
mattie,white,F,34.951,0,64.078,0.971,0,0,3.477764,2.727222,2.403391,2.389918,0.750542182
maureen,white,F,96.599,0.821,1.368,1.095,0.039,0.078,3.806935,2.576827,2.396885,2.434129,1.230108006
maurice,black,M,63.636,3.455,31.091,1.818,0,0,3.02693,3.474581,2.83936,2.217849,0.447650709
mauricio,hispanic,M,7.983,89.496,0.84,1.681,0,0,2.418062,2.762641,3.789907,2.102456,1.027266031
max,white,M,86.214,8.642,1.44,3.292,0.412,0,3.677211,2.525903,2.260756,2.532578,1.144632941
may,white,F,27.442,1.395,2.791,68.372,0,0,3.509408,2.64376,2.388247,2.84538,0.664028303
maya,hispanic,F,70.161,1.613,9.677,16.935,0.806,0.806,2.767965,3.216472,3.457695,3.055549,0.241222864
mayra,black,F,11.489,87.66,0.426,0,0.426,0,2.698402,3.306483,2.93398,2.716233,0.37250315
megan,white,F,98.301,0.74,0.479,0.436,0,0.044,3.667545,2.716626,2.363173,2.217073,0.950918871
melanie,white,F,92.343,2.306,2.814,2.26,0.185,0.092,3.881719,2.482021,2.505977,2.517753,1.36396595
melinda,white,F,92.112,3.562,1.718,2.036,0.318,0.254,3.910628,2.77566,2.529537,2.431423,1.134968118
melissa,white,F,93.532,3.664,1.457,1.083,0.167,0.097,4.008872,2.610717,2.413567,2.370342,1.398155177
melody,white,F,89.748,2.997,2.997,3.785,0.473,0,3.604367,2.646737,2.337794,2.538202,0.957629252
melvin,white,M,66.6,5.316,22.768,4.313,0.602,0.401,3.376794,3.099254,2.602123,2.133971,0.27754
mercedes,hispanic,F,24.911,63.701,4.27,7.117,0,0,2.640407,3.33359,3.425562,2.330003,0.091971906
mia,hispanic,F,63.399,6.536,22.222,6.536,0,1.307,3.002248,2.46411,3.260133,3.040707,0.219426301
michael,white,M,94.363,1.693,2.142,1.592,0.092,0.118,3.641358,3.084928,2.833961,2.46691,0.556430052
michelle,white,F,90.682,3.049,3.402,2.584,0.151,0.131,3.796874,2.940936,2.552771,2.60867,0.855937842
migdalia,hispanic,F,23.256,76.744,0,0,0,0,2.036419,2.644897,3.485685,2.391206,0.84078857
miguel,hispanic,M,6.165,92.025,0.566,1.131,0.113,0,1.955883,2.318454,3.961195,2.215253,1.642741547
mike,white,M,81.55,5.996,0.738,11.716,0,0,3.751674,2.976997,2.325277,2.406206,0.774676398
milagros,hispanic,F,13.768,50,0.725,34.783,0.725,0,2.116356,2.614209,4.06957,2.713419,1.35615066
mildred,white,F,69.179,7.705,17.923,4.69,0.168,0.335,3.835516,2.494786,2.383138,1.94162,1.340729966
miles,white,M,88.987,0.441,4.405,5.727,0,0.441,3.466419,2.841788,2.387117,2.428801,0.624630911
milton,white,M,62.622,14.677,17.417,5.284,0,0,3.635825,2.926755,2.198529,2.241484,0.709070424
mimi,white,F,58.407,1.77,1.77,38.053,0,0,3.235331,2.693233,2.904364,2.869401,0.330966811
mindy,white,F,91.218,1.796,0.2,6.587,0.2,0,4.020402,2.394217,2.373323,2.295288,1.62618504
minerva,hispanic,F,19.672,59.016,4.918,16.393,0,0,2.824899,2.622012,3.024275,2.549751,0.199376151
miranda,white,F,84.305,4.484,5.83,5.381,0,0,3.258457,2.628773,3.089109,2.403615,0.169348579
miriam,white,F,63.649,29.741,3.592,2.73,0.144,0.144,3.608549,2.573616,2.823651,2.449819,0.78489771
misty,white,F,96.407,0.998,1.796,0.2,0.399,0.2,3.642197,2.687665,2.240851,2.279408,0.954532272
mitchell,white,M,93.338,1.549,2.943,1.704,0.232,0.232,3.777807,2.808029,2.239552,2.069507,0.969778876
mohammad,black,M,46.906,0.489,0.814,49.511,1.303,0.977,1.73739,3.510409,2.066321,2.170337,1.340072129
moises,black,M,8.247,86.598,0,4.639,0.515,0,2.523667,3.112333,3.045967,2.12246,0.066365897
molly,white,F,96.032,0.992,0.595,2.083,0,0.298,3.892844,2.287851,2.119343,2.409696,1.483147507
mona,hispanic,F,75.51,4.337,6.378,13.52,0,0.255,3.080311,2.748738,3.108068,2.729731,0.027757163
monica,white,F,69.759,19.398,7.309,3.173,0.161,0.201,3.639033,2.896223,2.810302,2.481474,0.742809978
monique,black,F,62.882,8.297,24.017,3.712,0,1.092,2.764357,3.632998,2.568009,2.307106,0.868640292
morgan,white,F,93.51,0.721,1.683,3.846,0.24,0,3.669472,2.906579,2.391148,2.256902,0.762892975
moses,black,M,40.385,12.5,35.577,11.538,0,0,2.836368,3.344983,3.131598,2.186302,0.213384832
myra,white,F,76.708,6.522,9.627,6.832,0.311,0,3.192618,3.057118,3.108157,2.419888,0.084460852
myrna,hispanic,F,59.939,18.043,4.281,16.82,0,0.917,3.102834,2.737848,3.181838,2.225736,0.079003972
nadia,white,F,66.99,11.165,8.252,12.136,0.485,0.971,3.166321,2.933634,3.108318,2.518755,0.058003906
nancy,white,F,93.158,3.59,0.85,2.185,0.113,0.104,4.055521,2.44709,2.337812,2.264546,1.608431297
naomi,black,F,75.82,7.377,7.992,8.197,0.41,0.205,3.10978,3.255965,2.552918,2.639007,0.146184534
natalie,white,F,89.747,4.177,4.367,1.203,0.316,0.19,3.640503,2.750097,2.533126,2.317985,0.890406648
natasha,white,F,68.817,4.032,23.387,3.226,0.269,0.269,3.207924,3.164483,2.756007,2.207151,0.043440951
nathan,white,M,94.309,0.873,2.235,2.13,0.244,0.209,3.709554,2.648401,2.324345,2.469911,1.061152528
nathaniel,white,M,73.721,1.383,22.545,1.936,0.277,0.138,3.695305,2.940486,2.429775,2.248825,0.754818715
neil,white,M,94.783,1.152,1.016,2.778,0.136,0.136,3.817531,2.603543,2.220512,2.338137,1.213987041
nelson,white,M,46.398,37.608,3.746,11.527,0.576,0.144,3.703392,3.040156,2.366113,2.399886,0.663235955
nestor,hispanic,M,10.959,64.384,0.685,23.973,0,0,2.921955,2.67206,3.358031,2.365245,0.436075847
nicholas,white,M,95.035,2.525,1.305,1.006,0.021,0.107,3.625429,2.546674,2.787942,2.144641,0.837486506
nichole,white,F,87.805,1.707,9.512,0.488,0,0.488,3.430899,2.682925,2.622248,2.370149,0.747973605
nick,white,M,85.688,6.972,0.367,6.606,0.183,0.183,3.959444,2.564925,2.742633,2.272124,1.2168105
nicolas,white,M,51.872,44.118,1.337,2.674,0,0,3.577263,2.663469,2.573298,2.289383,0.913794006
nicole,white,F,91.141,2.436,4.99,1.194,0.096,0.143,3.907101,2.746024,2.380867,2.460067,1.16107701
nikki,white,F,82.724,4.319,6.312,5.98,0.664,0,3.607716,2.866745,2.841546,2.323166,0.740970602
nina,white,F,83.52,3.492,4.749,7.682,0.279,0.279,3.194874,2.834585,3.119576,2.708427,0.075298166
nisha,black,F,26.415,0,3.774,67.925,1.887,0,2.099936,3.652294,2.419936,2.986703,0.665591067
nita,hispanic,F,67.925,0.943,0,30.189,0.943,0,2.593287,2.912295,3.395833,2.804241,0.483538573
noe,white,M,6.618,90.441,0,2.941,0,0,2.861922,2.4614,2.550852,2.810631,0.051291195
noel,white,M,62.367,19.435,4.24,13.604,0.177,0.177,3.449599,2.786303,2.431759,2.405909,0.663296439
noemi,black,F,15.094,65.094,2.83,16.981,0,0,2.70394,3.265867,2.633928,2.816851,0.449015917
nolan,white,M,83.942,1.46,5.109,9.489,0,0,3.568171,2.515315,2.263123,2.14684,1.052855984
nora,white,F,68.586,20.07,3.839,7.155,0,0.349,3.641172,2.550094,2.887789,2.472645,0.753383476
norma,white,F,55.884,34.028,6.052,3.497,0.269,0.269,3.528475,2.727906,2.766751,2.458543,0.76172379
norman,white,M,88.791,1.416,5.133,4.366,0.177,0.118,3.735281,2.692991,2.163283,2.179027,1.042290115
octavia,hispanic,F,19.355,9.677,70.968,0,0,0,2.658383,3.170589,3.337553,2.093771,0.16696386
octavio,hispanic,M,10.596,88.079,0.662,0.662,0,0,2.507218,2.921372,3.169365,1.960552,0.247993296
olga,white,F,53.43,43.321,1.805,1.444,0,0,3.489892,2.17206,2.659443,2.227967,0.830448581
oliver,white,M,66.346,7.692,14.744,10.897,0,0.321,3.878346,2.637293,2.657859,2.374436,1.220487874
olivia,white,F,47.661,37.194,6.682,7.795,0.445,0.223,3.630624,2.640402,2.712657,2.329501,0.917967088
omar,black,M,21.854,64.459,7.506,5.74,0,0.442,2.258493,3.311755,2.94293,2.26958,0.368825559
orlando,hispanic,M,12.829,68.092,9.539,8.553,0.658,0.329,2.701567,2.918748,3.309407,2.144879,0.390658672
oscar,hispanic,M,15.813,75.088,4.152,4.417,0.442,0.088,3.037937,2.832472,3.196177,2.369411,0.158239927
osvaldo,hispanic,M,16.842,81.053,0,2.105,0,0,2.248073,2.88546,3.234352,2.194563,0.348891427
otis,black,M,51.145,0.763,47.328,0.763,0,0,3.186664,3.434216,2.398027,2.161607,0.247552085
pablo,hispanic,M,7.816,85.747,0.23,5.977,0,0.23,1.963638,2.081758,4.180694,2.006274,2.098936009
pamela,white,F,92.688,1.219,4.776,1.108,0.086,0.123,3.594707,2.642618,2.590663,2.28135,0.952088509
patrice,white,F,85.333,1.333,13.111,0.222,0,0,3.21806,3.049645,2.677591,2.269523,0.168414573
patricia,white,F,90.067,4.937,3.919,0.787,0.136,0.154,3.842617,2.558434,2.384539,2.257766,1.284183742
patrick,white,M,93.944,1.204,2.432,2.257,0.082,0.082,4.125751,2.62043,2.211609,2.572341,1.5053217
patty,white,F,88.732,1.056,1.761,8.099,0.352,0,3.724119,2.366256,2.203136,2.202599,1.357863135
paul,white,M,93.143,2.138,1.452,3.066,0.109,0.092,4.080055,2.774735,2.486037,2.396546,1.305320431
paula,white,F,92.402,3.313,3.113,0.8,0.2,0.171,3.639099,2.589428,2.553857,2.383989,1.049671068
pauline,white,F,76.71,3.785,11.645,7.715,0,0.146,3.56777,2.720076,2.793234,2.220208,0.774536145
pedro,hispanic,M,7.557,88.833,1.259,2.099,0.168,0.084,2.106678,2.337202,3.79547,2.127022,1.458268442
peggy,white,F,93.778,1.343,2.731,1.611,0.269,0.269,3.665159,2.406885,1.971432,2.289549,1.258274505
penny,white,F,95.08,0.602,2.309,1.506,0.201,0.301,3.816412,2.758813,2.208865,2.337794,1.057599244
percy,white,M,22.727,21.212,40.909,15.152,0,0,3.018251,2.675593,2.118069,2.233848,0.342658379
perry,white,M,88.571,1.345,7.059,2.857,0,0.168,3.735761,2.476644,2.23765,2.224279,1.259116991
pete,white,M,71.13,24.268,0.418,4.184,0,0,4.056778,2.563583,2.347197,2.484904,1.493194259
peter,white,M,91.675,1.94,1.144,5.043,0.099,0.099,3.867316,2.693294,2.343473,2.443388,1.174021908
phil,white,M,82.199,5.236,2.094,10.471,0,0,3.924032,2.474699,2.335906,2.276701,1.449333299
phillip,white,M,89.613,2.977,3.97,3.01,0.198,0.232,3.833828,2.62585,2.326888,2.371504,1.207978726
phyllis,white,F,88.038,1.414,8.25,1.591,0.236,0.471,3.865365,2.722757,2.073962,2.271514,1.142607789
pierre,white,M,59.919,4.049,28.745,6.073,0.405,0.81,3.573789,2.432826,2.675622,2.317439,0.898167555
preston,white,M,85.075,0.373,10.448,2.985,0.746,0.373,3.566217,2.746615,2.203062,2.204419,0.819602215
priscilla,white,F,70.323,11.613,11.452,6.29,0.161,0.161,3.308071,2.655259,2.577212,2.345643,0.652811853
priya,asian,F,16.949,0,0,79.661,3.39,0,2.307511,2.929634,2.673727,3.122424,0.192789513
quentin,black,M,71.154,0,23.077,5.769,0,0,3.198948,3.297519,2.618238,2.327738,0.098570444
quincy,black,M,37.5,0,47.5,15,0,0,3.024656,3.155842,2.181838,2.133459,0.131186621
quinton,black,M,51.111,2.222,44.444,2.222,0,0,2.958103,3.415964,2.602054,2.392653,0.457860955
rachel,white,F,90.806,4.387,2.29,2.355,0.032,0.129,3.792367,2.859263,2.48132,2.441851,0.933103889
rafael,hispanic,M,8.871,88.441,0.269,2.419,0,0,2.297317,2.617258,3.65748,2.185096,1.040222792
ralph,white,M,88.656,5.369,4.32,1.13,0.202,0.323,3.712812,2.865484,2.55863,2.323324,0.847327683
ramiro,hispanic,M,4.802,93.22,0.282,1.695,0,0,1.967894,2.782379,3.767761,2.505316,0.985381646
ramon,hispanic,M,11.311,79.179,1.301,8.008,0,0.2,2.746895,2.794318,3.702753,2.247959,0.908435408
ramona,hispanic,F,64.41,24.758,6.576,3.868,0.193,0.193,2.777352,2.790644,3.682893,2.285814,0.892249308
randall,white,M,96.728,0.711,0.996,1.387,0.071,0.107,3.640521,2.771725,2.312065,2.222298,0.868796431
randolph,white,F,82.072,2.789,11.355,3.386,0.199,0.199,3.781482,2.585404,2.35709,2.106237,1.196078008
randy,white,M,92.757,1.827,2.027,3.09,0.166,0.133,3.714624,2.507251,2.324767,2.134765,1.207372631
raquel,hispanic,F,32.308,56.667,4.615,5.897,0,0.513,3.057523,2.926904,3.099672,2.111341,0.04214888
raul,hispanic,M,7.094,89.261,0.493,3.054,0.099,0,2.952606,2.4092,3.798389,2.429481,0.845782779
ravi,asian,M,20,0,0,76.41,2.564,1.026,2.34302,2.838247,2.964989,3.005465,0.040476024
ray,white,M,79.58,6.807,6.907,6.206,0.3,0.2,3.371011,2.906777,2.566101,2.416789,0.464234027
raymond,white,M,84.755,5.486,4.35,5.12,0.135,0.154,3.382433,3.072414,2.762275,2.274928,0.310018793
raymundo,hispanic,M,4.673,90.654,0,4.673,0,0,2.0228,2.59035,3.639519,2.119293,1.04916968
rebeca,white,F,34.524,65.476,0,0,0,0,3.864364,2.375947,2.566801,2.211056,1.297562272
rebecca,white,F,94.052,3.486,0.83,1.369,0.124,0.138,4.015686,2.582344,2.733952,2.338203,1.281733683
regina,white,F,78.312,6.067,12.762,2.441,0.209,0.209,3.174234,2.777175,3.068465,2.331726,0.105768796
reginald,white,M,31.417,1.848,63.655,2.669,0,0.411,2.991782,2.972387,2.899885,2.161724,0.019394806
rene,white,M,48.125,44.875,2.625,4,0.125,0.25,3.26742,2.785515,2.936131,2.376748,0.331288582
renee,white,F,91.282,1.942,4.791,1.64,0.086,0.259,3.493063,2.829447,2.599333,2.373297,0.66361631
rex,white,M,90.023,0.907,0.454,8.617,0,0,3.576426,2.484412,2.239739,2.151985,1.092013571
reyna,hispanic,F,9.89,87.912,2.198,0,0,0,2.660798,3.125785,3.255605,2.504229,0.129820598
reynaldo,hispanic,M,5.618,65.169,0.749,28.464,0,0,2.40336,2.466781,3.977314,2.158194,1.51053301
rhonda,white,F,90.458,0.859,7.824,0.334,0.382,0.143,3.540191,2.992633,2.411777,2.046328,0.547557777
ricardo,hispanic,M,12.256,78.571,3.896,5.276,0,0,2.511907,2.394235,4.01985,2.032732,1.507943524
richard,white,M,93.697,2.869,1.409,1.801,0.079,0.145,3.786873,2.68176,2.556074,2.449247,1.105112983
rick,white,M,93.144,2.772,0.729,2.845,0.292,0.219,3.811469,2.561443,2.68532,2.252718,1.126148385
rickey,white,M,84.698,0.356,13.879,0.712,0,0.356,3.667811,2.907807,3.092694,2.321343,0.575117096
ricky,white,M,84.915,2.542,7.034,5.169,0.169,0.169,3.800285,2.472568,2.914131,2.273647,0.886154647
rico,hispanic,M,28.947,21.053,18.421,28.947,0,2.632,2.642458,2.69516,3.976121,2.157568,1.280961863
rigoberto,hispanic,M,2.459,96.721,0,0.41,0.41,0,2.337831,2.220431,3.740667,2.149241,1.402835633
